id,label
plastic387,3
plastic388,3
plastic389,3
plastic390,3
plastic391,3
plastic392,3
plastic393,3
plastic394,3
plastic395,3
plastic396,3
plastic397,3
plastic398,3
plastic399,3
plastic400,3
plastic401,3
plastic402,3
plastic403,3
plastic404,3
plastic405,3
plastic406,3
plastic407,3
plastic408,3
plastic409,3
plastic410,3
plastic411,3
plastic412,3
plastic413,3
plastic414,3
plastic415,3
plastic416,3
plastic417,3
plastic418,3
plastic419,3
plastic420,3
plastic421,3
plastic422,3
plastic423,3
plastic424,3
plastic425,3
plastic426,3
plastic427,3
plastic428,3
plastic429,3
plastic430,3
plastic431,3
plastic432,3
plastic433,3
plastic434,3
plastic435,3
plastic436,3
plastic437,3
plastic438,3
plastic439,3
plastic440,3
plastic441,3
plastic442,3
plastic443,3
plastic444,3
plastic445,3
plastic446,3
plastic447,3
plastic448,3
plastic449,3
plastic450,3
plastic451,3
plastic452,3
plastic453,3
plastic454,3
plastic455,3
plastic456,3
plastic457,3
plastic458,3
plastic459,3
plastic460,3
plastic461,3
plastic462,3
plastic463,3
plastic464,3
plastic465,3
plastic466,3
plastic467,3
plastic468,3
plastic469,3
plastic470,3
plastic471,3
plastic472,3
plastic473,3
plastic474,3
plastic475,3
plastic476,3
plastic477,3
plastic478,3
plastic479,3
plastic480,3
plastic481,3
plastic482,3
